timestamp,likes,retweets,replies
2019-10-22 18:39:55,117,7,12
2019-10-23 05:34:00,1196,170,13
2019-10-23 08:01:54,834,83,9
2019-10-23 08:40:07,180,13,14
2019-10-23 10:52:23,117,14,4
2019-10-23 11:49:35,87,11,1
2019-10-23 12:02:30,29,4,0
2019-10-23 12:04:02,48,6,2
2019-10-23 12:11:12,31,1,0
2019-10-23 12:27:46,30,1,0
2019-10-23 12:47:51,65,7,1
2019-10-23 13:04:42,38,6,0
2019-10-23 13:28:17,74,1,0
2019-10-23 13:32:48,38,2,0
2019-10-23 13:36:50,21,1,0
2019-10-23 13:54:57,127,18,11
2019-10-23 14:11:13,3268,116,24
2019-10-23 15:09:46,368,24,68
2019-10-23 15:53:13,221,32,3
2019-10-23 15:55:33,99,6,6
2019-10-23 15:59:54,123,20,8
2019-10-23 16:10:37,653,64,13
2019-10-23 16:42:52,242,19,9
2019-10-23 16:44:35,205,26,2
2019-10-23 16:47:14,197,26,3
2019-10-23 16:54:17,198,33,3
2019-10-23 16:54:52,662,88,19
2019-10-23 17:04:19,52,11,1
2019-10-23 17:15:38,111,15,0
2019-10-23 17:18:15,234,29,5
2019-10-23 17:24:49,466,57,22
2019-10-23 17:32:22,275,54,54
2019-10-23 17:35:51,98,14,4
2019-10-23 17:41:44,206,47,23
2019-10-23 17:54:01,222,25,7
2019-10-23 17:58:07,230,34,4
2019-10-23 18:01:34,58,7,1
2019-10-23 18:12:30,452,34,12
2019-10-23 18:14:49,177,24,7
2019-10-23 18:17:38,52,8,2
2019-10-23 18:23:21,89,13,1
2019-10-23 18:26:10,88,9,1
2019-10-23 18:27:12,158,18,14
2019-10-23 18:34:24,57,8,1
2019-10-23 18:38:49,179,42,36
2019-10-23 18:41:23,206,23,24
2019-10-23 18:46:54,1023,173,138
2019-10-23 19:44:30,1026,64,20
2019-10-23 20:21:04,669,50,24
2019-10-24 05:34:00,1842,160,19
2019-10-24 08:06:25,325,20,6
2019-10-24 08:38:09,67,4,2
2019-10-24 10:27:50,80,3,1
2019-10-24 13:29:04,347,26,6
2019-10-24 14:59:55,1310,66,14
2019-10-24 16:58:00,251,13,5
2019-10-25 08:42:02,1230,50,127
2019-10-25 09:19:50,181,15,3
2019-10-25 09:28:47,652,51,6
2019-10-25 09:54:43,727,65,8
2019-10-25 10:36:03,1073,127,41
2019-10-25 15:14:32,423,1143,75
2019-10-25 15:34:15,402,39,13
2019-10-25 16:52:10,155,20,11
2019-10-25 18:02:12,56,3,1
2019-10-25 18:09:51,111,8,2
2019-10-25 18:47:07,71,9,0
2019-10-25 19:04:38,38,4,0
2019-10-25 19:11:56,125,6,4
2019-10-25 19:22:13,59,3,1
2019-10-25 19:29:36,32,4,1
2019-10-25 19:31:45,101,7,3
2019-10-25 19:51:05,59,5,4
2019-10-25 19:51:45,168,13,3
2019-10-25 20:09:47,109,13,2
2019-10-25 21:02:04,334,18,97
2019-10-25 21:44:02,225,10,7
2019-10-26 05:58:07,418,24,2
2019-10-26 10:26:06,230,24,2
2019-10-26 11:06:06,141,15,3
2019-10-26 16:04:49,96,10,0
2019-10-27 06:34:00,853,103,9
2019-10-27 10:33:38,294,30,6
2019-10-27 14:03:43,436,52,7
2019-10-27 14:35:03,459,40,20
2019-10-27 14:45:48,67,10,7
2019-10-27 14:50:01,189,17,5
2019-10-27 15:25:08,112,16,4
2019-10-27 15:34:38,261,25,2
2019-10-27 15:42:08,73,9,0
2019-10-27 15:45:21,262,40,2
2019-10-27 15:57:33,454,55,6
2019-10-27 16:01:30,54,5,1
2019-10-27 16:02:59,100,11,3
2019-10-27 16:07:48,255,31,0
2019-10-27 16:11:17,96,7,4
2019-10-27 16:14:25,263,22,2
2019-10-27 16:31:24,71,8,2
2019-10-27 16:32:05,1546,224,61
2019-10-27 16:49:22,330,35,2
2019-10-27 16:54:22,83,9,0
2019-10-27 16:54:22,83,9,0
2019-10-27 17:01:00,93,11,0
2019-10-27 17:01:00,93,11,0
2019-10-27 17:02:58,62,8,0
2019-10-27 17:02:58,62,8,0
2019-10-27 17:05:40,66,9,1
2019-10-27 17:05:40,66,9,1
2019-10-27 17:17:58,259,24,4
2019-10-27 17:17:58,259,24,4
2019-10-27 17:25:36,187,20,10
2019-10-27 17:25:36,187,20,10
2019-10-27 17:30:37,165,17,4
2019-10-27 17:30:37,165,17,4
2019-10-27 17:34:40,76,7,2
2019-10-27 17:34:40,76,7,2
2019-10-27 17:36:39,1751,327,31
2019-10-27 17:36:39,1751,327,31
2019-10-27 18:03:02,830,70,9
2019-10-27 18:03:02,830,70,9
2019-10-27 18:12:10,617,60,9
2019-10-27 18:12:10,617,60,9
2019-10-27 18:53:41,601,32,4
2019-10-27 18:53:41,601,32,4
2019-10-27 19:48:09,835,35,19
2019-10-27 19:48:09,835,35,19
2019-10-27 20:34:00,1162,110,9
2019-10-27 20:34:00,1162,110,9
2019-10-27 21:27:41,950,65,9
2019-10-27 21:27:41,950,65,9
2019-10-28 06:44:15,443,21,5
2019-10-28 08:58:58,249,16,4
2019-10-28 09:06:57,69,5,0
2019-10-28 12:50:26,246,20,3
2019-10-28 12:55:31,179,14,4
2019-10-28 15:01:26,1304,48,48
2019-10-28 15:23:15,8311,1327,145
2019-10-28 20:32:02,1268,126,95
2019-10-28 21:37:30,3979,256,31
2019-10-29 06:34:00,1086,61,6
2019-10-29 06:35:06,2236,187,31
2019-10-29 10:13:50,472,25,10
2019-10-29 10:53:57,229,11,5
2019-10-29 13:17:52,1552,756,18
2019-10-29 18:17:45,324,16,17
2019-10-30 09:37:58,198,11,5
2019-10-30 09:49:09,967,91,2
2019-10-30 15:33:55,103,5,2
2019-10-30 19:18:35,93,6,3
2019-10-31 09:00:58,100,8,3
2019-10-31 13:04:22,103,9,0
2019-10-31 17:55:41,776,48,8
2019-11-01 06:34:00,611,57,9
2019-11-01 09:50:26,102,8,0
2019-11-01 16:54:51,168,11,2
2019-11-01 17:54:51,175,15,3
2019-11-01 18:11:03,167,15,1
2019-11-01 18:22:55,76,8,1
2019-11-01 18:34:20,165,13,3
2019-11-01 18:42:48,183,17,3
2019-11-01 18:59:36,134,12,2
2019-11-01 19:11:20,271,35,2
2019-11-01 19:28:27,248,21,3
2019-11-01 19:29:57,159,14,12
2019-11-01 19:33:38,164,17,1
2019-11-01 19:36:46,65,16,11
2019-11-01 19:47:45,220,29,10
2019-11-01 20:04:34,148,14,6
2019-11-01 20:17:10,109,12,10
2019-11-01 20:21:35,77,18,14
2019-11-01 20:22:53,107,18,8
2019-11-01 20:25:50,75,11,3
2019-11-01 20:27:55,52,5,12
2019-11-01 20:31:33,86,10,3
2019-11-01 20:42:32,143,15,5
2019-11-01 20:50:25,109,12,2
2019-11-01 20:54:22,570,114,24
2019-11-01 21:07:40,1074,101,8
2019-11-01 21:11:41,291,16,5
2019-11-01 21:24:59,412,33,8
2019-11-01 22:23:05,221,23,38
2019-11-01 22:44:03,608,38,10
2019-11-02 06:50:08,773,45,10
2019-11-02 10:55:17,111,3,3
2019-11-02 12:37:35,75,6,0
2019-11-02 13:10:58,172,9,4
2019-11-02 13:46:35,32,2,0
2019-11-02 13:54:18,36,4,2
2019-11-02 14:05:17,53,2,0
2019-11-02 14:23:37,44,1,1
2019-11-02 14:39:43,59,4,0
2019-11-02 14:54:03,37,1,0
2019-11-02 15:12:04,37,3,1
2019-11-02 15:13:28,26,3,1
2019-11-02 15:17:34,31,3,0
2019-11-02 15:28:29,73,5,0
2019-11-02 17:29:57,124,9,1
2019-11-02 21:20:28,373,36,10
2019-11-02 21:52:32,186,14,2
2019-11-03 06:34:00,947,62,12
2019-11-03 09:19:16,87,5,1
2019-11-03 19:51:00,67,9,3
2019-11-03 22:14:57,241,10,2
2019-11-03 22:18:43,2278,116,28
2019-11-04 07:37:12,120,9,5
2019-11-04 10:31:08,103,10,1
2019-11-04 11:20:05,202,13,17
2019-11-04 11:44:03,397,32,6
2019-11-04 12:26:09,421,27,4
2019-11-04 12:42:26,493,43,7
2019-11-04 12:44:25,387,44,3
2019-11-04 12:46:36,6420,252,59
2019-11-04 13:36:35,223,14,0
2019-11-04 14:52:18,178,18,0
2019-11-04 18:34:28,109,8,0
2019-11-04 19:18:44,127,5,2
2019-11-04 20:34:46,127,6,0
2019-11-04 21:51:19,539,51,4
2019-11-04 22:11:30,278,19,2
2019-11-05 05:34:00,1069,147,27
2019-11-05 10:45:05,509,61,7
2019-11-05 10:51:47,663,45,8
2019-11-05 11:59:24,259,12,6
2019-11-05 13:12:55,167,13,5
2019-11-05 13:48:41,153,16,2
2019-11-05 14:03:18,201,9,5
2019-11-05 15:02:08,66,6,1
2019-11-05 15:34:04,54,8,1
2019-11-05 15:43:58,72,3,3
2019-11-05 15:49:22,71,5,1
2019-11-05 16:03:37,59,8,0
2019-11-05 16:09:00,154,9,2
2019-11-05 16:21:49,107,8,0
2019-11-05 16:51:51,188,9,5
2019-11-05 17:03:32,201,17,1
2019-11-05 17:07:48,222,17,6
2019-11-05 18:10:02,272,29,3
2019-11-05 18:54:10,262,27,4
2019-11-05 19:00:28,241,17,33
2019-11-05 19:04:38,267,23,5
2019-11-05 19:13:20,108,9,3
2019-11-05 19:13:41,3617,225,22
2019-11-05 19:14:23,135,15,5
2019-11-05 19:18:47,190,15,2
2019-11-05 19:28:55,463,27,404
2019-11-05 19:43:23,305,23,4
2019-11-05 19:57:18,141,14,1
2019-11-05 19:59:28,185,23,4
2019-11-05 20:00:30,515,67,7
2019-11-05 20:03:32,138,12,36
2019-11-05 20:14:19,81,9,5
2019-11-05 20:18:21,497,48,9
2019-11-05 20:21:13,663,38,6
2019-11-05 20:28:11,675,74,3
2019-11-05 20:31:07,77,4,15
2019-11-05 20:32:25,192,20,4
2019-11-05 20:33:53,74,6,3
2019-11-05 20:43:08,124,6,4
2019-11-05 20:46:32,929,116,29
2019-11-05 20:55:10,449,31,19
2019-11-05 21:02:05,1316,174,19
2019-11-05 21:03:34,133,13,18
2019-11-05 21:10:22,210,20,2
2019-11-05 21:20:13,109,20,25
2019-11-05 21:22:50,2392,649,65
2019-11-05 21:27:25,236,43,83
2019-11-05 21:28:25,138,21,16
2019-11-05 21:29:31,143,10,7
2019-11-05 21:30:18,225,16,6
2019-11-05 21:30:42,324,65,90
2019-11-05 21:35:05,402,55,75
2019-11-05 21:36:22,1210,187,64
2019-11-05 21:43:28,640,33,19
2019-11-05 21:50:57,7442,1231,417
2019-11-05 22:08:46,14379,1988,219
2019-11-05 23:25:46,2843,200,32
2019-11-06 06:34:00,3946,386,60
2019-11-06 09:13:20,1865,147,31
2019-11-06 10:22:57,13941,437,136
2019-11-06 11:21:10,351,20,2
2019-11-06 11:47:03,461,51,40
2019-11-06 12:34:24,1041,58,14
2019-11-06 12:45:35,1735,122,27
2019-11-06 13:34:54,677,42,148
2019-11-06 14:22:29,2361,180,22
2019-11-06 16:22:14,694,29,6
2019-11-06 16:28:40,947,53,25
2019-11-06 16:54:01,800,50,9
2019-11-06 20:32:12,221,11,2
2019-11-06 23:06:09,1103,126,95
2019-11-07 09:16:32,73,6,2
2019-11-07 10:24:39,330,19,74
2019-11-07 10:58:22,148,12,1
2019-11-07 21:07:42,88,2,4
2019-11-08 08:41:36,94,9,1
2019-11-08 09:57:04,283,21,5
2019-11-08 10:34:33,98,11,1
2019-11-08 11:32:33,70,8,3
2019-11-08 12:00:15,150,14,4
2019-11-08 13:37:31,72,8,1
2019-11-08 15:20:26,1128,62,8
2019-11-08 16:36:21,1768,585,41
2019-11-08 17:46:17,167,12,7
2019-11-08 18:14:51,110,4,2
2019-11-08 18:35:47,139,9,2
2019-11-08 18:50:24,124,8,2
2019-11-08 19:02:20,142,9,1
2019-11-08 19:07:25,93,7,0
2019-11-08 19:14:08,135,7,4
2019-11-08 19:49:10,126,10,1
2019-11-08 20:09:36,70,7,0
2019-11-08 20:18:41,78,6,1
2019-11-08 20:35:54,47,5,0
2019-11-08 20:52:13,115,7,1
2019-11-08 20:53:23,175,15,2
2019-11-08 21:02:06,154,13,0
2019-11-09 11:03:14,620,28,2
2019-11-09 11:14:19,179,10,12
2019-11-09 16:16:55,520,16,4
2019-11-10 06:34:00,652,67,10
2019-11-10 08:39:54,665,45,13
2019-11-10 09:02:14,142,9,6
2019-11-10 10:18:37,301,32,2
2019-11-10 10:27:59,56,6,2
2019-11-10 10:51:53,235,23,6
2019-11-10 10:56:22,398,29,14
2019-11-10 11:03:23,156,13,3
2019-11-10 11:10:23,64,6,1
2019-11-10 11:15:36,205,14,2
2019-11-10 11:19:09,60,7,2
2019-11-10 11:20:33,59,8,2
2019-11-10 11:23:07,75,7,0
2019-11-10 11:27:22,75,9,0
2019-11-10 11:49:27,299,35,4
2019-11-10 12:01:08,878,71,5
2019-11-10 12:02:08,65,6,1
2019-11-10 12:03:14,351,48,7
2019-11-10 12:09:35,766,41,8
2019-11-10 12:20:34,242,28,5
2019-11-10 12:30:03,185,12,6
2019-11-10 12:40:21,80,4,0
2019-11-10 12:43:53,193,24,5
2019-11-10 12:47:44,264,24,4
2019-11-10 12:48:59,298,37,4
2019-11-10 12:50:32,329,24,7
2019-11-10 12:57:33,467,38,3
2019-11-10 13:05:04,64,5,2
2019-11-10 13:06:44,974,166,21
2019-11-10 13:32:27,844,70,9
2019-11-10 14:15:36,868,57,7
2019-11-10 18:24:28,201,14,2
2019-11-10 19:15:01,712,22,4
2019-11-10 20:55:53,1370,134,24
2019-11-10 21:52:42,378,17,1
2019-11-11 07:19:00,890,33,6
2019-11-11 09:09:25,138,7,2
2019-11-11 10:51:48,139,7,3
2019-11-11 10:51:48,139,7,3
2019-11-11 12:29:29,648,35,21
2019-11-11 12:29:29,648,35,21
2019-11-11 13:31:49,723,43,9
2019-11-11 13:31:49,723,43,9
2019-11-11 14:10:05,264,24,21
2019-11-11 14:10:05,264,24,21
2019-11-11 14:54:43,180,11,5
2019-11-11 14:54:43,180,11,5
2019-11-11 17:04:07,9480,1447,122
2019-11-11 17:04:07,9480,1447,122
2019-11-11 17:32:57,1745,138,221
2019-11-11 17:32:57,1745,138,221
2019-11-11 19:25:16,143,7,8
2019-11-11 19:25:16,143,7,8
2019-11-11 19:58:04,119,12,1
2019-11-11 19:58:04,119,12,1
2019-11-12 13:03:33,159,16,3
2019-11-12 13:03:33,159,16,3
2019-11-12 16:13:09,16082,1121,170
2019-11-12 16:13:09,16082,1121,170
2019-11-13 13:21:19,188,18,21
2019-11-13 14:41:12,191,11,6
2019-11-13 20:12:47,610,26,11
2019-11-14 06:34:00,621,40,7
2019-11-14 10:37:44,119,5,6
2019-11-14 11:01:41,793,34,13
2019-11-14 14:47:25,106,7,1
2019-11-14 18:44:18,644,41,13
2019-11-14 19:40:36,143,13,1
2019-11-14 21:39:57,185,11,19
2019-11-15 13:09:33,1224,79,18
2019-11-15 16:16:45,98,5,4
2019-11-15 17:51:06,190,17,1
2019-11-15 19:24:22,1069,60,7
2019-11-15 20:30:25,168,11,4
2019-11-16 10:51:16,198,13,2
2019-11-16 18:54:00,385,29,4
2019-11-16 21:36:32,804,54,7
2019-11-16 22:17:33,724,28,40
2019-11-16 23:01:03,687,23,2
2019-11-17 13:59:40,210,16,7
2019-11-17 15:57:09,477,18,3
2019-11-17 16:14:42,190,10,2
2019-11-17 17:37:52,263,17,3
2019-11-17 17:59:15,623,29,2
2019-11-17 19:01:00,247,23,8
2019-11-18 09:39:35,80,5,2
2019-11-18 10:04:28,401,28,5
2019-11-18 18:43:25,526,25,10
2019-11-18 21:52:24,416,13,3
2019-11-19 09:26:51,215,16,2
2019-11-19 12:09:47,127,8,5
2019-11-19 14:21:17,4613,182,49
2019-11-19 15:03:06,199,13,5
2019-11-19 18:30:45,94,10,6
2019-11-19 18:50:06,289,18,32
2019-11-19 20:21:39,514,23,6
2019-11-19 22:21:19,644,36,10
2019-11-20 08:33:16,136,10,1
2019-11-20 10:05:34,279,20,11
2019-11-20 10:14:44,1637,118,23
2019-11-20 11:25:42,576,37,13
2019-11-20 15:05:52,6157,282,29
2019-11-21 07:12:00,1112,49,9
2019-11-21 10:10:56,822,55,8
2019-11-21 10:42:51,6892,300,32
2019-11-21 17:03:46,3068,174,20
2019-11-21 17:51:25,191,10,1
2019-11-21 18:21:22,119,8,3
2019-11-22 10:41:01,132,6,3
2019-11-22 13:18:55,83,4,2
2019-11-22 15:53:53,152,9,10
2019-11-22 16:34:55,1426,91,12
2019-11-22 16:38:48,265,20,19
2019-11-22 16:44:35,297,22,7
2019-11-22 17:25:05,93,7,1
2019-11-22 17:39:11,282,23,3
2019-11-22 17:49:01,115,10,2
2019-11-22 18:29:03,96,5,0
2019-11-22 19:02:31,84,12,1
2019-11-22 19:23:39,33,4,1
2019-11-22 19:49:06,108,15,4
2019-11-22 19:52:23,88,9,1
2019-11-22 19:52:57,381,15,20
2019-11-22 20:07:32,45,4,0
2019-11-22 20:48:11,147,11,0
2019-11-22 20:56:53,333,18,4
2019-11-22 21:14:52,283,11,2
2019-11-23 06:34:00,617,62,5
2019-11-23 09:15:27,125,14,0
2019-11-23 13:17:31,72,11,3
2019-11-23 13:40:56,56,2,0
2019-11-23 14:15:18,26,2,0
2019-11-23 14:25:05,64,5,1
2019-11-23 14:50:37,94,4,2
2019-11-23 15:45:41,103,4,1
2019-11-23 16:51:07,296,31,8
2019-11-23 17:34:37,264,18,2
2019-11-23 17:55:15,36,5,1
2019-11-23 17:56:06,1,0,0
2019-11-23 18:15:10,161,9,24
2019-11-23 18:26:36,158,9,36
2019-11-23 18:39:32,52,3,0
2019-11-23 18:43:24,52,4,1
2019-11-23 18:45:03,404,42,5
2019-11-23 18:51:05,61,5,1
2019-11-23 19:10:44,57,4,2
2019-11-23 19:25:24,185,12,10
2019-11-23 19:25:58,398,33,5
2019-11-23 19:33:39,152,24,4
2019-11-23 19:38:54,234,33,5
2019-11-23 19:50:43,199,18,1
2019-11-23 19:59:13,60,2,2
2019-11-23 20:11:57,109,14,2
2019-11-23 20:17:18,317,33,1
2019-11-23 20:18:49,99,11,0
2019-11-23 20:21:52,198,50,13
2019-11-23 20:26:11,108,11,0
2019-11-23 20:35:59,67,10,2
2019-11-23 20:39:11,678,138,13
2019-11-23 21:07:01,395,32,5
2019-11-23 21:11:07,1429,100,22
2019-11-23 22:03:59,575,33,3
2019-11-24 07:34:04,1058,58,6
2019-11-24 14:04:35,560,51,6
2019-11-25 06:00:00,80,4,3
2019-11-25 11:19:17,127,4,1
2019-11-25 13:26:07,169,13,1
2019-11-25 17:49:36,182,16,7
2019-11-25 19:01:11,107,8,1
2019-11-25 19:16:53,53,3,5
2019-11-25 19:47:21,83,5,4
2019-11-25 20:08:04,57,4,0
2019-11-25 20:26:03,356,12,5
2019-11-25 20:38:41,95,6,2
2019-11-25 20:53:34,99,7,8
2019-11-25 21:10:23,97,8,0
2019-11-25 21:13:25,102,5,0
2019-11-25 21:30:06,4356,241,40
2019-11-26 06:44:39,476,20,5
2019-11-26 08:37:58,824,52,7
2019-11-26 09:10:40,112,6,3
2019-11-26 09:46:24,473,40,17
2019-11-26 10:18:44,234,13,0
2019-11-26 13:30:43,195,15,3
2019-11-26 13:32:19,343,35,8
2019-11-26 14:45:35,111,6,0
2019-11-26 14:54:27,543,42,12
2019-11-26 15:05:51,146,7,1
2019-11-26 17:54:34,420,35,9
2019-11-26 18:09:58,102,11,2
2019-11-26 18:23:47,106,14,1
2019-11-26 19:30:09,115,10,1
2019-11-26 21:20:06,199,14,2
2019-11-26 21:39:45,213,18,2
2019-11-26 21:52:59,63,3,1
2019-11-27 06:34:00,838,109,5
2019-11-27 09:09:26,271,16,10
2019-11-27 10:19:04,175,12,6
2019-11-27 11:03:33,103,8,4
2019-11-27 11:18:40,232,13,7
2019-11-27 11:52:57,195,10,3
2019-11-27 11:59:09,182,29,3
2019-11-27 12:20:56,157,13,6
2019-11-27 12:59:37,134,5,3
2019-11-27 13:04:48,92,8,2
2019-11-27 13:08:49,97,6,4
2019-11-27 13:15:51,44,5,1
2019-11-27 13:47:02,127,8,0
2019-11-27 14:02:15,90,6,0
2019-11-27 14:27:02,79,5,2
2019-11-27 14:36:25,58,4,3
2019-11-27 14:50:32,356,27,4
2019-11-27 15:06:36,279,14,3
2019-11-27 15:54:31,832,117,12
2019-11-27 17:55:56,181,17,2
2019-11-27 18:51:46,258,26,4
2019-11-27 18:53:59,106,9,1
2019-11-27 19:03:35,73,10,4
2019-11-27 19:08:24,273,12,136
2019-11-27 19:21:04,2554,148,5
2019-11-27 19:34:12,275,19,18
2019-11-27 19:51:02,217,15,6
2019-11-27 19:58:05,197,27,8
2019-11-27 19:59:46,150,22,4
2019-11-27 20:06:24,568,38,7
2019-11-27 20:14:05,878,107,14
2019-11-27 20:23:51,225,39,3
2019-11-27 20:27:29,61,4,13
2019-11-27 20:29:11,82,8,1
2019-11-27 20:37:27,82,5,6
2019-11-27 20:44:22,89,7,3
2019-11-27 20:47:13,122,15,6
2019-11-27 20:48:38,483,52,42
2019-11-27 20:55:29,480,36,6
2019-11-27 21:05:27,353,34,20
2019-11-27 21:17:25,111,10,1
2019-11-27 21:22:04,340,52,6
2019-11-27 21:26:38,627,39,35
2019-11-27 21:38:18,168,33,4
2019-11-27 21:43:39,111,7,1
2019-11-27 21:44:36,171,19,5
2019-11-27 21:46:18,196,11,5
2019-11-27 21:52:44,1346,272,25
2019-11-27 22:02:40,773,48,16
2019-11-27 22:15:23,920,71,6
2019-11-27 22:22:47,702,37,3
2019-11-27 22:28:04,444,40,2
2019-11-27 22:46:34,742,32,7
2019-11-27 23:05:31,2721,307,20
2019-11-27 23:08:31,2908,110,17
2019-11-27 23:50:59,604,32,3
2019-11-27 23:50:59,604,32,3
2019-11-28 06:34:00,1793,159,24
2019-11-28 06:34:00,1793,159,24
2019-11-28 08:01:00,1496,36,47
2019-11-28 08:01:00,1496,36,47
2019-11-28 09:15:14,785,53,10
2019-11-28 09:15:14,785,53,10
2019-11-28 09:49:16,179,26,3
2019-11-28 09:49:16,179,26,3
2019-11-28 11:16:47,518,37,33
2019-11-28 11:16:47,518,37,33
2019-11-28 12:04:48,172,14,2
2019-11-28 12:04:48,172,14,2
2019-11-28 12:53:20,455,23,6
2019-11-28 12:53:20,455,23,6
2019-11-28 23:04:31,444,27,4
2019-11-28 23:04:31,444,27,4
2019-11-29 09:59:53,100,11,4
2019-11-29 10:34:00,61,4,1
2019-11-29 10:57:24,297,19,8
2019-11-29 15:22:19,10988,555,64
2019-11-29 15:22:36,155,6,1
2019-11-29 17:46:49,231,27,16
2019-11-29 18:28:02,103,6,2
2019-11-29 18:44:19,60,4,1
2019-11-29 19:02:59,84,5,1
2019-11-29 19:23:31,95,8,2
2019-11-29 19:49:38,78,6,3
2019-11-29 20:06:43,53,6,0
2019-11-29 20:17:07,108,9,1
2019-11-29 20:29:27,90,8,0
2019-11-29 20:46:02,57,4,5
2019-11-29 20:47:13,65,4,2
2019-11-29 20:53:52,142,19,2
2019-11-29 21:07:08,244,14,3
2019-11-29 21:19:02,210,11,2
2019-11-30 07:01:06,353,20,1
2019-11-30 13:33:06,96,4,2
2019-11-30 15:18:47,177,14,2
2019-11-30 15:47:37,83,7,0
2019-12-01 06:34:00,610,59,9
2019-12-01 08:57:33,172,11,2
2019-12-01 09:06:15,843,31,137
2019-12-01 09:21:15,250,12,3
2019-12-01 10:08:55,248,16,0
2019-12-01 10:52:33,46,6,2
2019-12-01 10:57:44,369,41,5
2019-12-01 11:15:24,205,20,16
2019-12-01 11:28:37,46,5,1
2019-12-01 11:32:40,82,19,20
2019-12-01 11:36:27,164,25,44
2019-12-01 11:41:05,51,7,4
2019-12-01 11:43:10,123,19,5
2019-12-01 11:55:36,221,16,3
2019-12-01 11:57:19,84,2,5
2019-12-01 12:04:36,216,26,16
2019-12-01 12:20:39,112,10,2
2019-12-01 12:32:03,86,5,3
2019-12-01 12:35:51,42,2,0
2019-12-01 12:37:41,496,56,2
2019-12-01 12:42:08,185,20,1
2019-12-01 12:56:17,310,16,2
2019-12-01 12:57:13,1022,157,10
2019-12-01 13:05:57,88,3,1
2019-12-01 13:14:36,759,154,21
2019-12-01 13:53:22,1252,84,17
2019-12-01 15:06:34,1290,106,7
2019-12-01 16:49:00,324,24,5
2019-12-01 17:46:26,696,54,8
2019-12-02 06:14:00,71,2,1
2019-12-02 10:01:14,461,18,7
2019-12-02 10:29:26,2593,73,23
2019-12-02 12:21:57,420,47,3
2019-12-02 15:30:53,433,27,4
2019-12-02 15:45:52,1429,68,7
2019-12-02 15:47:39,303,22,2
2019-12-02 17:22:59,1318,126,14
2019-12-02 19:08:51,4176,237,52
2019-12-02 19:23:13,3733,351,20
2019-12-02 20:15:24,1785,187,3
2019-12-02 21:29:17,10377,997,86
2019-12-03 06:57:20,146,13,7
2019-12-03 08:34:04,450,27,7
2019-12-03 13:57:12,2260,167,20
2019-12-03 17:38:41,198,16,15
2019-12-03 18:04:44,106,13,2
2019-12-03 18:49:19,465,23,43
2019-12-03 20:05:59,133,10,21
2019-12-04 13:14:10,288,25,21
2019-12-04 13:24:53,158,15,6
2019-12-04 18:12:18,114,9,9
2019-12-05 13:01:03,197,7,61
2019-12-05 13:34:00,3502,177,23
2019-12-05 16:53:04,2066,151,14
2019-12-05 17:07:02,366,32,6
2019-12-05 17:58:46,278,17,6
2019-12-05 18:45:05,204,23,4
2019-12-06 06:34:00,444,60,5
2019-12-06 09:38:21,292,12,1
2019-12-06 14:02:04,114,5,1
2019-12-06 14:43:53,581,46,11
2019-12-06 18:02:25,278,24,5
2019-12-06 18:06:08,59,9,1
2019-12-06 18:16:53,56,5,9
2019-12-06 18:30:23,95,8,2
2019-12-06 18:46:12,187,18,3
2019-12-06 18:55:45,392,29,29
2019-12-06 19:11:49,55,5,2
2019-12-06 19:13:56,222,9,7
2019-12-06 19:15:20,0,0,0
2019-12-06 19:30:45,61,4,1
2019-12-06 19:39:58,209,9,3
2019-12-06 19:56:26,81,6,14
2019-12-06 20:03:00,186,26,25
2019-12-06 20:18:11,464,28,15
2019-12-06 20:25:27,190,11,1
2019-12-06 20:30:57,97,12,17
2019-12-06 20:32:53,41,3,3
